#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,eFG%,TS%
1976,Ben Schadler,4,-,2.5,1.3,5.8,21.7,-,-,-,0,0.5,0,-,-,-,0.3,-,-,-,21.7,20.9
1976,Jack Turner,2,8,2.5,1,3,33.3,-,-,-,0.5,1.5,33.3,-,-,2,1,-,-,-,33.3,34.2
1995,Sean Rooks,29,8.7,2.5,0.8,1.7,49,0,0,0,0.8,1.2,68.6,0.7,0.8,1.4,0.4,0.2,0.4,0.4,49,55.9
1996,Russell Lee,11,2.3,2.5,1.2,2,59.1,-,-,-,0.1,0.4,25,0.2,0.3,0.6,0.3,0.5,0.2,-,59.1,56.8
1997,Wilbert Kautz,9,-,2.4,1.1,5,22.2,-,-,-,0.2,0.7,33.3,-,-,-,0,-,-,-,22.2,23.1
1998,John Lambert,28,8.9,2.4,1.1,2.7,40,0,0.1,0,0.3,0.4,80,0.9,1.3,2.1,0.4,0.3,0.2,0.3,40,42.8
1998,Anthony Tolliver,14,8.4,2.4,0.8,1.4,55,0.6,1.1,53.3,0.3,0.4,66.7,0.4,0.9,1.2,0.2,0.1,0.1,0.1,75,75.1
2000,Rowland Garrett,19,8.2,2.4,1.1,3.2,35,-,-,-,0.2,0.4,50,0.4,1.2,1.6,0.2,0.2,0.2,-,35,36.2
2001,Reggie Jordan,12,7.3,2.4,1,1.8,57.1,0.1,0.1,100,0.3,0.8,44.4,0.3,0.9,1.3,1,0.5,0.1,0.3,59.5,58.1
2001,Samaki Walker,48,10.4,2.4,0.9,2.2,42.9,0,0,100,0.5,0.8,67.6,1.1,2,3.1,0.2,0.1,0.4,0.5,43.3,47.8
2001,Marcus Williams,12,6.5,2.4,1,3,33.3,0.1,1.1,7.7,0.3,0.4,80,0.3,0.6,0.8,1.1,0.1,0,1,34.7,38
2004,Dale Schlueter,17,6.4,2.4,0.8,1.5,53.8,-,-,-,0.8,1.4,54.2,0.5,1,2.5,0.2,0.1,0.2,-,53.8,56.1
2005,Jim McElroy,5,6.4,2.4,0.8,1.8,44.4,0,0.2,0,0.8,1,80,0.2,0.2,0.4,0.8,0,0,0.4,44.4,53.6
2005,Jamie Watson,5,11.4,2.4,1.2,1.8,66.7,0,0,0,0,0,0,0.2,0,0.2,0.6,0.4,0.2,1.2,66.7,66.7
2007,Lester Conner,13,7.2,2.4,0.9,1.4,66.7,0.1,0.1,100,0.5,0.5,85.7,0.4,0.6,1,1,0.4,0.1,0.1,69.4,73.5
2007,Vitaly Potapenko,13,8.9,2.4,1,2.2,44.8,0,0,0,0.4,0.8,50,0.5,0.9,1.5,0.2,0.2,0,0.5,44.8,46.4
2007,Matt Thomas,13,7,2.4,1,1.8,56.5,0.4,0.9,41.7,0,0,0,0.1,1.1,1.2,0.5,0.1,0.1,0.1,67.4,67.4
2010,D.J. Wilson,8,5.4,2.4,1,2,50,0.1,0.6,20,0.3,0.3,100,0.1,1.1,1.3,0.5,0,0.1,0.9,53.1,56.3
2011,Leo Katkaveck,11,-,2.4,0.8,3.8,21.4,-,-,-,0.7,1,72.7,-,-,-,1.2,-,-,-,21.4,27.8
2012,Kosta Koufos,37,8.9,2.4,1,2.2,46.3,0,0,100,0.3,0.4,80,1.2,1.4,2.6,0.2,0.2,0.4,0.3,46.9,50.2
2013,Mark Landsberger,41,10.6,2.3,1,2.8,36.8,0,0,0,0.3,0.5,60,1.6,2.1,3.7,0.2,0.1,0.1,0.5,36.8,39.1
2014,Dudley Bradley,30,7.1,2.3,0.9,2.2,39.4,0.2,0.7,22.7,0.4,0.6,72.2,0.2,0.3,0.5,0.7,0.4,0,0.8,43.2,47.3
2014,Brian Cardinal,18,8.1,2.3,0.8,1.7,45.2,0.3,0.6,45.5,0.5,0.7,69.2,0.2,1.1,1.2,0.3,0.3,0,0.2,53.2,57.2
2014,Aubrey Davis,3,-,2.3,0.7,2,33.3,-,-,-,1,1,100,-,-,-,0,-,-,-,33.3,47.8
2014,Deyonta Davis,3,3.7,2.3,1,1.7,60,0,0,0,0.3,0.7,50,0.7,1,1.7,0,0,0,0,60,59.5
2014,Donta Hall,3,6.7,2.3,1,1.7,60,0,0,0,0.3,1.3,25,1,0.7,1.7,0,0,0.7,0.3,60,51.8
2014,Jeff Lamp,12,6.6,2.3,1.1,2.7,40.6,0.1,0.3,33.3,0.1,0.2,50,0.3,0.1,0.3,0.7,0.1,0,0.5,42.2,42.6
2014,Mal McMullan,6,-,2.3,0.7,3.5,19,-,-,-,1,1.5,66.7,-,-,-,1.5,-,-,-,19,28
2014,Darnell Mee,3,10,2.3,1,2,50,0.3,1.3,25,0,0,0,0,0.7,0.7,0.7,1,0,1,58.3,58.3
2014,Brian Quinnett,6,8.7,2.3,1,2,50,0.3,0.7,50,0,0,0,0.8,0.7,1.5,0.8,0.2,0,0.5,58.3,58.3
2014,Tom Scheffler,3,3.3,2.3,0.7,1,66.7,0,0,0,1,1.3,75,1,0.7,1.7,0,0.3,0,0.3,66.7,73.5
2014,Luke Schenscher,3,5.7,2.3,0.7,0.7,100,0,0,0,1,1.3,75,1,1.3,2.3,0,0,0,0.3,100,93.1
2014,Brian Skinner,21,9.5,2.3,0.9,1.9,46.2,0,0,0,0.6,1.1,54.2,0.8,1.2,2,0.1,0.1,0.5,0.7,46.2,49.4
2014,Jeff Turner,24,9.1,2.3,0.8,2,41.7,0.5,0.9,50,0.2,0.2,100,0.3,1.1,1.3,0.7,0.2,0.1,0.4,53.1,55.8
2027,Johan Petro,22,7.8,2.3,1,2.1,46.8,0,0,0,0.3,0.5,58.3,0.4,1.4,1.8,0.3,0.1,0.4,0.3,46.8,48.8
2028,Mark Strickland,10,6.2,2.3,1,1.8,55.6,0,0,0,0.3,0.8,37.5,0.3,1,1.3,0.1,0.4,0.1,0.4,55.6,53.4
2029,Corie Blount,37,13.2,2.3,0.9,1.8,47.8,0,0,0,0.6,0.9,60,1.6,2.2,3.8,0.4,0.4,0.3,0.6,47.8,51.6
2030,Michael Doleac,31,8.9,2.3,1,2.4,41.1,0,0,0,0.4,0.4,84.6,0.6,1.6,2.2,0.1,0.2,0.1,0.4,41.1,45.1
2031,Vlatko Cancar,7,4.3,2.3,0.7,0.9,83.3,0.3,0.4,66.7,0.6,0.7,80,0,0.7,0.7,0.3,0.1,0.1,0.4,100,97.6
2031,Gary Gregor,7,9.6,2.3,0.9,3,28.6,-,-,-,0.6,0.9,66.7,-,-,2.4,0.3,-,-,-,28.6,33.8
2031,Tyronn Lue,21,8.1,2.3,0.9,2.3,38.8,0.3,0.8,37.5,0.2,0.2,80,0.1,0.5,0.6,0.8,0.7,0,0.6,44.9,46.9
2031,Luke Witte,7,4,2.3,0.9,1.6,54.5,-,-,-,0.6,0.6,100,0.6,0.7,1.3,0.6,0,0,-,54.5,62.7
2035,Joel Przybilla,11,17.9,2.3,1,1.7,57.9,0,0,0,0.3,0.5,50,1.9,3,4.9,0.8,0.4,1.3,0.4,57.9,57.8
2036,Gene Tormohlen,26,6.5,2.3,0.9,2.3,40,-,-,-,0.4,0.7,61.1,-,-,2.4,0.8,-,-,-,40,43.4
2037,Keith Askins,27,12.3,2.3,0.8,2.1,36.8,0.4,1.1,38.7,0.3,0.3,77.8,0.8,1.3,2.1,0.5,0.3,0.1,0.4,47.4,50
2038,Primoz Brezec,4,6.3,2.3,1,1.8,57.1,0,0,0,0.3,0.5,50,0.3,0.5,0.8,0,0.3,0,0,57.1,57.1
2038,Lorenzo Brown,4,7.3,2.3,0.8,2.5,30,0.5,1.3,40,0.3,0.5,50,0.3,1.3,1.5,0.5,0,0.3,0.3,40,41.4
2038,Marty Conlon,4,11.8,2.3,0.8,2,37.5,0,0,0,0.8,1,75,0.3,1,1.3,0.8,0.3,0.3,1.5,37.5,46.1
2038,Sam Dekker,4,7.8,2.3,0.8,3,25,0.8,1.5,50,0,0,0,1.3,1.3,2.5,0.3,0.3,0.3,0,37.5,37.5
2038,Francis Mahoney,4,11.3,2.3,0.8,3.5,21.4,-,-,-,0.8,1.3,60,-,-,1.8,0.5,-,-,-,21.4,27.8
2038,Pace Mannion,8,5.1,2.3,0.5,1.5,33.3,0,0.1,0,1.3,1.5,83.3,0.4,0.5,0.9,0.5,0.1,0.3,0.9,33.3,52.1
2038,KJ McDaniels,4,8.5,2.3,1,3.3,30.8,0.3,0.8,33.3,0,0,0,0.3,1.5,1.8,0.3,0,0.8,0,34.6,34.6
2045,Alaa Abdelnaby,17,6.2,2.2,1.1,2.4,45,0,0,0,0.1,0.2,50,0.2,1,1.2,0.2,0,0.1,0.6,45,45.5
2046,Jack Givens,13,9,2.2,1,3.4,29.5,0,0,0,0.2,0.2,100,0.6,1.4,2,0.5,0.2,0.2,0.6,29.5,32
2046,Acie Law,13,6.8,2.2,0.7,1.3,52.9,0.1,0.2,33.3,0.8,0.8,90.9,0.1,0.2,0.3,1.1,0.2,0,0.7,55.9,66.4
2048,Joel Anthony,66,17.5,2.2,0.8,1.6,48.1,0,0,0,0.7,1,74.6,1.3,1.8,3.1,0.2,0.3,1.1,0.4,48.1,55.8
2049,Anthony Bowie,40,7.8,2.2,0.9,1.9,48,0.1,0.2,71.4,0.3,0.3,92.3,0.2,0.6,0.7,0.8,0.1,0.1,0.3,51.3,55.1
2050,Mitchell Anderson,5,2.6,2.2,1,1.6,62.5,0.2,0.2,100,0,0,0,0.6,0.2,0.8,0,0,0.2,0,68.8,68.8
2050,Rafael Araujo,5,5.6,2.2,0.6,1.6,37.5,0,0,0,1,2.4,41.7,0.6,1.6,2.2,0.2,0.2,0,0,37.5,41.4
2050,Sundiata Gaines,5,1.4,2.2,1,1.2,83.3,0.2,0.2,100,0,0.4,0,0.2,0.2,0.4,0,0,0,0,91.7,79.9
2050,Bill McGill,5,6.8,2.2,1,1.8,55.6,-,-,-,0.2,0.2,100,-,-,1.8,0.4,-,-,-,55.6,58.3
2050,Jacque Vaughn,75,10.2,2.2,0.9,2.6,34.2,0.1,0.1,40,0.4,0.6,69,0.1,0.5,0.7,1.4,0.2,0,0.6,35.2,39
2050,Jerome Whitehead,10,10,2.2,0.9,2.7,33.3,0,0,0,0.4,1,40,0.5,0.9,1.4,0.3,0.2,0.2,0.1,33.3,35
2050,Leon Wood,10,2.1,2.2,0.6,1.5,40,0.2,0.3,66.7,0.8,1,80,0,0.1,0.1,0.3,0,0,0.3,46.7,56.7
2057,Patrick McCaw,32,7.7,2.2,0.7,1.7,41.8,0.3,0.8,33.3,0.5,0.5,88.2,0.4,0.8,1.2,0.6,0.4,0.1,0.1,50,56
2058,Irv Rothenberg,11,-,2.2,0.8,4.8,17,-,-,-,0.5,1.5,35.3,-,-,-,0.2,-,-,-,17,19.8
2059,Ronnie Price,28,6.5,2.2,0.7,2.4,29.4,0.2,0.9,20.8,0.6,0.8,69.6,0.3,0.3,0.6,1.1,0.4,0.1,0.3,33.1,39
2060,David Harrison,6,5.2,2.2,0.5,1.5,33.3,0,0,0,1.2,2,58.3,0.2,0.7,0.8,0,0.2,0.2,0.7,33.3,45.5
2060,John Thompson,6,5.3,2.2,0.5,2.3,21.4,-,-,-,1.2,1.2,100,-,-,2.7,0.2,-,-,-,21.4,38.1
2060,Jarred Vanderbilt,6,10.8,2.2,0.5,1.8,27.3,0,0,0,1.2,1.7,70,1.2,2.5,3.7,0.5,0.5,0.2,0.5,27.3,42.2
2063,Melvin Ely,7,8.4,2.1,0.6,2.1,26.7,0,0,0,1,1.4,70,0.7,0.9,1.6,0.1,0,0,0.6,26.7,38.7
2063,Zeke Nnaji,7,3.9,2.1,0.7,1.3,55.6,0.6,1.1,50,0.1,0.3,50,0.1,0.1,0.3,0.3,0.1,0,0,77.8,75.9
2065,Leroy Chollet,15,-,2.1,0.7,3.3,22.4,-,-,-,0.7,1.4,47.6,-,-,2.3,0.9,-,-,-,22.4,27.5
2066,Chuck Hayes,31,16.6,2.1,1,1.8,54.4,0,0.2,0,0.1,0.2,57.1,1.2,2.6,3.9,0.6,0.9,0.4,0.5,54.4,54.9
2067,Ernie Barrett,9,11.8,2.1,0.8,3.7,21.2,-,-,-,0.6,0.6,100,-,-,1.4,0.9,-,-,-,21.2,27
2068,Greg Grant,10,6.7,2.1,0.9,2.6,34.6,0.1,0.4,25,0.2,0.2,100,0.5,0.4,0.9,1.5,0.3,0,0.5,36.5,39.1
2068,Bart Kofoed,10,10.9,2.1,0.9,2.3,39.1,0.1,0.5,20,0.2,0.2,100,0.3,1.1,1.4,1.1,0.1,0,0.9,41.3,44
2070,William Bedford,14,6.6,2.1,0.6,2.6,25,0,0.1,0,0.8,1.1,68.8,0.6,1.2,1.9,0.3,0.2,0.4,0.3,25,33.7
2070,Gerry Ward,14,8.4,2.1,0.9,2.4,38.2,-,-,-,0.2,0.4,50,-,-,0.7,0.8,-,-,-,38.2,39.6
2072,Michael Olowokandi,15,14.9,2.1,0.8,2.5,32.4,0,0.1,0,0.5,0.5,87.5,1.1,2.4,3.5,0.1,0.1,0.7,1.1,32.4,38.3
2073,Kevin Ollie,42,7.9,2,0.7,1.7,40,0,0,50,0.7,0.7,93.5,0,0.6,0.6,1.5,0.2,0,0.4,40.7,51.4
2074,,1,3,2,1,2,50,0,0,0,0,0,0,0,1,1,0,0,1,0,50,50
2074,Jaylen Adams,3,7,2,1,3,33.3,0,1.3,0,0,0,0,0.3,0.7,1,0.7,0.3,0,0,33.3,33.3
2074,Ty-Shon Alexander,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
2074,James Augustine,1,2,2,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,100,100
2074,Lance Blanks,1,10,2,1,2,50,0,0,0,0,0,0,0,1,1,3,3,0,1,50,50
2074,Joel Bolomboy,2,4.5,2,1,1.5,66.7,0,0,0,0,0,0,0,1,1,0,0,0.5,0,66.7,66.7
2074,Pete Brennan,2,3,2,1,3.5,28.6,-,-,-,0,0.5,0,-,-,2.5,0,-,-,-,28.6,26.9
2074,Mike Brittain,1,2,2,1,2,50,0,0,0,0,0,0,1,0,1,0,0,1,0,50,50
2074,Gerald Brown,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
2074,Pat Burke,12,4.8,2,0.8,1.3,56.3,0.1,0.2,50,0.4,0.6,71.4,0.2,1.1,1.3,0.1,0.1,0.2,0.3,59.4,62.9
2074,Antonius Cleveland,2,4.5,2,1,2.5,40,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,40,40
2074,Jarrett Culver,1,5,2,1,2,50,0,0,0,0,0,0,1,2,3,1,2,0,0,50,50
2074,Dave Deutsch,1,7,2,1,5,20,-,-,-,0,0,0,-,-,3,1,-,-,-,20,20
2074,Jackie Dinkins,1,1,2,1,1,100,-,-,-,0,0,0,-,-,0,0,-,-,-,100,100
2074,Lloyd Dove,2,3,2,1,2,50,-,-,-,0,0,0,-,-,1,0,-,-,-,50,50
2074,Steve Downing,1,4,2,1,2,50,-,-,-,0,0,0,2,0,2,0,0,0,-,50,50
2074,Chris Dudley,59,14,2,0.7,1.8,40.7,0,0,0,0.5,1.1,45.5,1.5,2.5,4,0.3,0.4,0.5,0.5,40.7,43.1
2074,Andy Duncan,6,-,2,0.8,2.7,31.3,-,-,-,0.3,0.5,66.7,-,-,-,0.5,-,-,-,31.3,34.6
2074,Acie Earl,1,10,2,1,3,33.3,0,0,0,0,2,0,1,1,2,0,0,1,0,33.3,25.8
2074,Keith Edmonson,1,2,2,1,1,100,0,0,0,0,0,0,1,0,1,1,0,0,0,100,100
2074,Chris Engler,1,6,2,1,1,100,0,0,0,0,0,0,0,2,2,0,0,0,0,100,100
2074,Jojo English,7,8.3,2,0.7,1.7,41.7,0.1,0.6,25,0.4,0.9,50,0.1,0.3,0.4,0.3,0.1,0.1,0.1,45.8,47.8
2074,Frido Frey,5,-,2,0.6,3.8,15.8,-,-,-,0.8,2.2,36.4,-,-,-,1.4,-,-,-,15.8,21
2074,Clarence Glover,3,3.3,2,0.7,2,33.3,-,-,-,0.7,0.7,100,-,-,1,0,-,-,-,33.3,43.6
2074,Greg Graham,6,7.2,2,0.7,2.3,28.6,0.2,0.7,25,0.5,0.7,75,0,0.8,0.8,1,0.3,0,0.2,32.1,38.1
2074,Paul Graham,3,9.7,2,1,3.3,30,0,1,0,0,0,0,0.3,0.7,1,0.7,1.3,0,0.7,30,30
2074,Phil Hankinson,4,2,2,0.8,1.8,42.9,-,-,-,0.5,0.5,100,0.5,0.3,0.8,0,0,0.3,-,42.9,50.8
2074,Charlie Hardnett,5,4.4,2,0.8,2,40,-,-,-,0.4,1,40,-,-,1.2,0.4,-,-,-,40,41
2074,Isaiah Hartenstein,2,1,2,1,1,100,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,100,100
2074,Robert Hawkins,5,2.4,2,0.8,1,80,-,-,-,0.4,0.4,100,0,0,0,0.4,0.2,0,-,80,85
2074,Steve Hayes,1,1,2,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,100,100
2074,Conner Henry,11,3.2,2,0.7,1.5,50,0.1,0.5,20,0.5,0.9,50,0.3,0.3,0.5,0,0,0,0.4,53.1,53.9
2074,Dave Hoppen,3,3,2,1,1,100,0,0,0,0,0.7,0,0,1,1,0,0,0,0,100,77.3
2074,Lester Hudson,7,5.4,2,0.9,2,42.9,0.3,1,28.6,0,0,0,0,0.1,0.1,1,0.3,0.1,0.4,50,50
2074,Royal Ivey,16,5.2,2,0.7,1.9,36.7,0.4,1,37.5,0.3,0.4,66.7,0.1,0.4,0.5,0.3,0.3,0.1,0.1,46.7,49
2074,Luke Jackson,3,3.7,2,0,0,0,0,0,0,2,2,100,0.3,1.3,1.7,0.3,0.3,0,0.3,0,113.6
2074,Eugene Kennedy,6,5.8,2,0.8,1.7,50,-,-,-,0.3,0.3,100,0.7,1.3,2,0,0,0,-,50,55.1
2074,Jack Kiley,1,2,2,1,3,33.3,-,-,-,0,0,0,-,-,0,1,-,-,-,33.3,33.3
2074,Ernie Killum,2,2,2,0.5,0.5,100,-,-,-,1,1.5,66.7,-,-,0,0,-,-,-,100,86.2
2074,Tony Lavelli,2,-,2,0.5,2.5,20,-,-,-,1,1,100,-,-,0.5,0.5,-,-,-,20,34
2074,Gary Leonard,2,2.5,2,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,100,100
2074,Sheldon Mac,7,2.4,2,0.7,1.3,55.6,0.3,0.7,40,0.3,0.3,100,0,0.3,0.3,0,0,0,0.1,66.7,70.9
2074,Scooter McCray,4,9.5,2,1,1.5,66.7,0,0.3,0,0,0.3,0,0.8,0.8,1.5,0.8,0.3,0,0,66.7,62.1
2074,Jim McIlvaine,11,7.9,2,0.9,2.5,37,0,0.1,0,0.2,0.4,50,0.7,0.4,1.1,0.1,0.3,0.7,0.2,37,38.2
2074,Jordan McLaughlin,2,13.5,2,1,1.5,66.7,0,0.5,0,0,0,0,0,2,2,3.5,0,0,0,66.7,66.7
2074,Scott Meents,2,4,2,1,2,50,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,50,45
2074,Jordan Mickey,4,7,2,1,2.3,44.4,0,0,0,0,0,0,0.3,1.5,1.8,0.5,0,0.5,0.3,44.4,44.4
2074,Marko Milic,2,2,2,1,1.5,66.7,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,66.7,66.7
2074,Jackie Moore,9,5.9,2,0.9,2.2,40,-,-,-,0.2,0.7,33.3,-,-,1.9,0.2,-,-,-,40,39.8
2074,Perry Moss,15,4.9,2,0.7,1.5,45.5,0.1,0.1,50,0.6,0.7,90,0.1,0.4,0.5,0.5,0.4,0.1,0.5,47.7,56.8
2074,Connie Norman,1,1,2,1,1,100,-,-,-,0,0,0,0,1,1,0,0,0,-,100,100
2074,Dennis Nutt,1,10,2,1,5,20,0,2,0,0,0,0,1,1,2,1,0,0,1,20,20
2074,Kenny Payne,3,3.3,2,0.7,1.7,40,0,0.7,0,0.7,0.7,100,0.3,0.3,0.7,0,0,0,0.3,40,51
2074,Bob Quick,2,4.5,2,1,1.5,66.7,-,-,-,0,1,0,-,-,0.5,0,-,-,-,66.7,51.5
2074,Frank Radovich,2,6,2,0.5,3,16.7,-,-,-,1,2,50,-,-,1.5,0,-,-,-,16.7,25.8
2074,Sherwin Raiken,4,4.8,2,1,1.3,80,-,-,-,0,0.3,0,-,-,0.3,0.5,-,-,-,80,73.5
2074,Josh Reaves,2,4.5,2,0.5,1.5,33.3,0,0.5,0,1,1,100,0,1,1,0.5,0,0.5,0.5,33.3,51.5
2074,Don Reid,15,7.5,2,0.7,1.1,64.7,0,0.1,0,0.5,1,53.3,0.7,0.9,1.5,0.1,0.1,0.4,0.2,64.7,63.6
2074,Rodrick Rhodes,3,2.3,2,0.7,1,66.7,0,0,0,0.7,1.3,50,0,0.3,0.3,0,0.3,0,0.3,66.7,63
2074,Tom Riker,1,8,2,1,2,50,-,-,-,0,0,0,1,1,2,1,0,0,-,50,50
2074,Marshall Rogers,1,3,2,0,2,0,-,-,-,2,2,100,0,1,1,0,0,0,-,0,34.7
2074,Kenny Rollins,10,10.8,2,0.6,2.4,25,-,-,-,0.8,0.8,100,-,-,1.3,0.9,-,-,-,25,36.3
2074,Lennie Rosenbluth,4,2.8,2,0.8,2.3,33.3,-,-,-,0.5,0.8,66.7,-,-,0.8,0,-,-,-,33.3,38.8
2074,Trevor Ruffin,5,2.2,2,0.8,1.6,50,0.2,0.8,25,0.2,1,20,0,0.6,0.6,0.4,0.2,0,0,56.3,49
2074,Art Spector,3,-,2,0.7,3,22.2,-,-,-,0.7,1.3,50,-,-,-,0,-,-,-,22.2,27.9
2074,Brook Steppe,4,5,2,0.5,1.8,28.6,0,0.3,0,1,1.5,66.7,0.3,0.5,0.8,0.5,0,0,0.5,28.6,41.5
2074,Bruno Sundov,1,2,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
2074,Carl Thomas,1,11,2,0,1,0,0,0,0,2,3,66.7,1,0,1,0,0,0,0,0,43.1
2074,Ray Tolbert,5,6.6,2,0.6,1,60,0,0,0,0.8,1.6,50,0.2,0.8,1,0.2,0.8,0,0,60,58.7
2074,John Trapp,10,7.1,2,0.8,3.3,24.2,-,-,-,0.4,0.7,57.1,-,-,1.6,0.5,-,-,-,24.2,27.7
2074,Rayjon Tucker,3,4.3,2,0.7,1.7,40,0.3,1,33.3,0.3,0.7,50,0,0,0,0,0,0,0.3,50,51
2074,Mirsad Turkcan,2,5,2,0.5,2.5,20,0,0.5,0,1,1,100,0,1,1,0,0,0,1.5,20,34
2074,Rashad Vaughn,3,3.3,2,0.7,1.3,50,0.7,0.7,100,0,0,0,0,0,0,0,0,0,0,75,75
2074,John Wallace,5,8.8,2,0.8,3.4,23.5,0,0.2,0,0.4,0.4,100,0.4,1.2,1.6,1,0.4,0.4,0.6,23.5,28
2074,Tyrone Wallace,2,5.5,2,0.5,2,25,0,0,0,1,1.5,66.7,0,0.5,0.5,1.5,0,0,0.5,25,37.6
2074,Yuta Watanabe,1,5,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50
2074,Kyle Weaver,1,12,2,1,4,25,0,1,0,0,0,0,0,2,2,2,0,0,0,25,25
2074,DeJuan Wheat,1,3,2,1,2,50,0,0,0,0,0,0,0,1,1,0,1,0,0,50,50
2074,Rudy White,1,2,2,1,3,33.3,-,-,-,0,0,0,1,0,1,0,1,0,-,33.3,33.3
2074,Kennard Winchester,3,3.7,2,1,1.7,60,0,0,0,0,0.3,0,0,0,0,0.7,0,0,0.3,60,55.1
2074,Cassius Winston,1,5,2,1,3,33.3,0,1,0,0,0,0,1,1,2,1,0,0,2,33.3,33.3
2074,Yi Jianlian,1,5,2,1,3,33.3,0,1,0,0,1,0,0,2,2,0,1,0,0,33.3,29.1
2156,John Crotty,36,7.5,2,0.6,1.7,37.1,0.2,0.5,41.2,0.5,0.6,85.7,0.2,0.4,0.6,1,0.3,0.1,0.6,42.7,49.8
2157,Anthony Bonner,23,7.5,2,0.7,1.6,47.2,0,0,0,0.5,0.9,52.4,0.9,0.7,1.7,0.2,0.3,0,0.7,47.2,49.7
2158,Mark Acres,19,8.4,1.9,0.7,1.4,51.9,0,0.1,0,0.5,0.9,50,0.7,1.2,1.9,0.1,0.1,0.1,0.3,51.9,53
2159,Dorie Murrey,17,5.5,1.9,0.8,1.6,48.1,-,-,-,0.4,0.6,63.6,-,-,1.9,0.1,-,-,-,48.1,51.8
2160,Lorenzo Romar,13,5.2,1.9,0.7,1.5,45,0,0.2,0,0.5,0.8,63.6,0,0.2,0.2,1.2,0,0,0.4,45,50.3
2161,Hank Beenders,12,-,1.9,0.7,2.9,22.9,-,-,-,0.6,1.1,53.8,-,-,-,0.4,-,-,-,22.9,28.2
2161,George Wilson,12,8.4,1.9,0.7,2.6,25.8,-,-,-,0.6,0.9,63.6,-,-,3.5,0.8,-,-,-,25.8,32.1
2163,Charles Kupec,11,5.2,1.9,0.7,1.6,44.4,-,-,-,0.5,0.6,71.4,0.3,1.2,1.5,0.4,0.3,0,-,44.4,49.8
2163,Brandon Rush,22,7.8,1.9,0.7,1.8,41,0.4,0.8,44.4,0.1,0.2,50,0,1.5,1.5,0.3,0.1,0.1,0.1,51.3,51.5
2165,Tom Thacker,31,7,1.9,0.8,2.6,30.5,-,-,-,0.3,0.6,47.4,-,-,1.6,0.6,-,-,-,30.5,32.6
2166,Robin Jones,19,5.5,1.9,0.8,1.7,46.9,-,-,-,0.3,0.5,66.7,0.4,0.8,1.2,0.5,0.2,0.2,-,46.9,50.1
2167,Greg Dreiling,9,9.9,1.9,0.7,2,33.3,0.1,0.1,100,0.4,0.7,66.7,0.9,1.3,2.2,0,0,0,0.3,36.1,41.2
2167,Wilmer Hosket,9,5.7,1.9,0.8,1.8,43.8,-,-,-,0.3,0.6,60,-,-,1.3,0.4,-,-,-,43.8,46.7
2167,Wesley Johnson,9,9.8,1.9,0.6,1.6,35.7,0.3,1,33.3,0.4,0.6,80,0.6,1.7,2.2,0.2,0.2,0.4,0.2,46.4,52.5
2167,Jake Layman,9,4.9,1.9,0.7,1.6,42.9,0.1,0.7,16.7,0.4,0.7,66.7,0.1,0.6,0.7,0.2,0.3,0,0,46.4,51.1
2171,Tony Brown,17,7.8,1.9,0.6,1.6,39.3,0.2,0.5,37.5,0.4,0.6,63.6,0.2,0.5,0.7,0.5,0.2,0,0.1,44.6,48.7
2172,Wang Zhi-zhi,16,4.6,1.9,0.6,1.5,41.7,0.3,0.5,50,0.4,0.6,66.7,0.3,0.3,0.6,0.3,0.1,0.1,0.1,50,53.6
2173,Tony Massenburg,15,6.6,1.9,0.7,1.8,40.7,0,0,0,0.4,0.7,54.5,0.7,1.4,2.1,0.1,0,0.3,0.3,40.7,44
2174,Nate Bowman,29,6.8,1.9,0.8,2.3,33.3,-,-,-,0.3,0.4,76.9,-,-,2.7,0.3,-,-,-,33.3,37.6
2175,John Amaechi,7,6.7,1.9,0.6,1.9,30.8,0,0,0,0.7,1.1,62.5,0.1,0.4,0.6,0.4,0.4,0.3,0,30.8,39.3
2175,Jim Ard,21,5.9,1.9,0.7,1.8,37.8,-,-,-,0.5,0.7,78.6,0.6,0.8,1.3,0.4,0,0.2,-,37.8,45.2
2175,Roger Phegley,14,3.5,1.9,0.6,1.6,39.1,0.2,0.4,50,0.4,0.4,83.3,0.1,0.5,0.6,0.1,0.1,0,0.3,45.7,50.7
2178,Howie Jolliff,13,8.6,1.8,0.6,1.7,36.4,-,-,-,0.6,0.6,100,-,-,4.1,1.2,-,-,-,36.4,47
