#,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,eFG%,TS%
2179,Joe Hutton,19,11.6,1.8,0.6,1.7,37.5,-,-,-,0.6,0.9,61.1,-,-,0.8,0.7,-,-,-,37.5,43.8
2180,Rodney Buford,24,5.2,1.8,0.7,1.8,38.6,0.2,0.5,45.5,0.2,0.3,83.3,0.2,0.5,0.8,0.3,0.3,0,0.2,44.3,47.2
2180,Chris Washburn,6,5.2,1.8,0.5,1.2,42.9,0,0,0,0.8,1,83.3,0,0.2,0.2,0.3,0,0,0.7,42.9,57.1
2182,Phil Lumpkin,17,8,1.8,0.6,1.8,33.3,-,-,-,0.6,0.8,78.6,0.3,0.5,0.8,1.2,0.1,0,-,33.3,42.9
2183,Hilton Armstrong,27,6.6,1.8,0.7,1.4,48.7,0,0,0,0.4,1,39.3,0.7,0.9,1.6,0.1,0.3,0.3,0.6,48.7,47.7
2184,Henry Dickerson,5,3,1.8,0.8,1.8,44.4,-,-,-,0.2,0.4,50,0.8,0,0.8,0.6,0.2,0,-,44.4,45.5
2184,Jack Dwan,10,-,1.8,0.7,2.9,24.1,-,-,-,0.4,0.9,44.4,-,-,-,0.9,-,-,-,24.1,27.3
2184,Sarunas Jasikevicius,10,7.2,1.8,0.7,2,35,0.2,0.9,22.2,0.2,0.4,50,0.1,0.5,0.6,0.8,0,0.1,0.5,40,41.4
2184,Bob McNeill,5,6,1.8,0.8,1.4,57.1,-,-,-,0.2,0.4,50,-,-,1.2,1,-,-,-,57.1,57.1
2184,Bill Melchionni,10,5.5,1.8,0.8,2.6,30.8,-,-,-,0.2,0.6,33.3,-,-,0.7,1.1,-,-,-,30.8,31.4
2184,Jerrod Mustaf,10,3.2,1.8,0.7,1,70,0,0,0,0.4,0.5,80,0.3,0.4,0.7,0,0,0.2,0.1,70,73.8
2184,Paul Noel,20,-,1.8,0.7,2.2,29.5,-,-,-,0.5,0.8,62.5,-,-,1,0.2,-,-,-,29.5,35.3
2184,Joe Young,5,2.6,1.8,0.6,1.6,37.5,0.2,0.8,25,0.4,0.4,100,0,0.2,0.2,0.2,0,0,0.4,43.8,50.7
2192,Calvin Garrett,14,8.4,1.8,0.6,1.6,40.9,0,0.1,0,0.5,0.6,87.5,0.2,0.9,1.1,0.4,0.4,0.1,0.4,40.9,49
2193,Nate Hawthorne,18,5.3,1.8,0.6,1.8,30.3,-,-,-,0.7,0.9,75,0.4,0.6,1,0.3,0.3,0.1,-,30.3,40
2194,Semi Ojeleye,38,10.5,1.8,0.6,1.9,28.4,0.4,1.4,26.4,0.3,0.3,84.6,0.2,0.9,1.1,0.1,0.2,0,0.1,37.8,42
2195,Hank Finkel,33,5.3,1.8,0.8,1.8,45.8,-,-,-,0.1,0.2,66.7,0.5,0.5,1.6,0.4,0.1,0,-,45.8,47
2196,Jordan Adams,4,2.5,1.8,0.5,0.8,66.7,0.3,0.3,100,0.5,1,50,0,0.3,0.3,0,0.3,0,0,83.3,73.5
2196,Rick Carlisle,12,5.2,1.8,0.8,1.6,47.4,0,0.2,0,0.3,0.3,75,0.3,0.3,0.6,0.7,0.3,0,0.3,47.4,50.6
2196,Lorenzo Charles,4,3.8,1.8,0.8,1,75,0,0,0,0.3,0.3,100,0,0.5,0.5,0.5,0,0,0,75,78.8
2196,Bob Greacen,8,3,1.8,0.6,1.9,33.3,-,-,-,0.5,0.6,80,-,-,0.9,0.4,-,-,-,33.3,40.7
2196,Scott Hastings,44,5.8,1.8,0.6,1.1,56,0.1,0.3,25,0.4,0.6,72,0.3,0.7,1.1,0.2,0.2,0.1,0.3,59,63.1
2196,Jerome Lane,4,8.8,1.8,0.5,2.5,20,0,0.3,0,0.8,1,75,0.3,1.5,1.8,1,0,0,0.5,20,29.8
2196,Ed Rains,8,5.1,1.8,0.6,1.4,45.5,0,0.1,0,0.5,1.1,44.4,0.5,0.6,1.1,0.3,0.1,0,0.3,45.5,46.8
2196,Ansu Sesay,4,15,1.8,0.8,2,37.5,0,0,0,0.3,0.3,100,0.5,3,3.5,1,0,1,0.5,37.5,41.5
2196,Donald Sloan,4,3.8,1.8,0.5,1.8,28.6,0.3,1,25,0.5,1,50,0,0.3,0.3,0.8,0.3,0,0.5,35.7,40
2196,Qyntel Woods,4,4.5,1.8,0.8,2.3,33.3,0,0.3,0,0.3,0.5,50,0.3,0.3,0.5,0,0,0,0.3,33.3,35.4
2196,Wayne Yates,4,3,1.8,0.8,2,37.5,-,-,-,0.3,0.5,50,-,-,1.3,0.3,-,-,-,37.5,39.4
2207,Jud Buechler,71,7.9,1.7,0.7,1.7,39.8,0.3,0.7,35.8,0.1,0.2,53.8,0.4,0.7,1.2,0.3,0.3,0.1,0.2,47.6,48.2
2208,Dick Cunningham,27,5.6,1.7,0.7,1.5,50,-,-,-,0.3,0.4,63.6,-,-,1.4,0.2,-,-,-,50,52.4
2209,Mark Madsen,49,9.2,1.7,0.6,1.6,40.3,0,0,0,0.5,1,46,1,1,2,0.4,0.2,0.2,0.4,40.3,42.9
2210,Gary Zeller,15,4.5,1.7,0.8,2.3,34.3,-,-,-,0.1,0.5,28.6,-,-,0.9,0.3,-,-,-,34.3,34.1
2211,Lawrence Funderburke,26,5.6,1.7,0.7,1.6,42.9,0,0,0,0.3,0.5,69.2,0.5,0.8,1.3,0.1,0.2,0.1,0.2,42.9,47.1
2212,Steve Novak,22,8.5,1.7,0.6,1.3,48.3,0.5,1,45.5,0,0,0,0.3,1,1.2,0,0,0.1,0.1,65.5,65.5
2213,Ryan Hollins,36,8.3,1.7,0.7,1.5,47.2,0,0,0,0.3,0.6,54.5,0.8,0.8,1.6,0.3,0,0.4,0.4,47.2,49.5
2214,Uwe Blab,7,4.1,1.7,0.4,1,42.9,0,0,0,0.9,1.7,50,0.3,0.7,1,0.1,0.1,0.1,0.4,42.9,48.9
2214,Ron Horn,7,7.9,1.7,0.6,1.7,33.3,-,-,-,0.6,0.7,80,-,-,1.6,0.3,-,-,-,33.3,42.3
2214,Cherokee Parks,7,7.9,1.7,0.9,2.4,35.3,0,0,0,0,0.1,0,0.4,1.9,2.3,0,0.1,0.3,0.3,35.3,34.4
2217,Blake Ahearn,3,2.7,1.7,0.7,1,66.7,0.3,0.3,100,0,0,0,0,0,0,0.7,0,0,0,83.3,83.3
2217,Carsen Edwards,3,2.7,1.7,0.7,1,66.7,0.3,0.7,50,0,0,0,0,0.7,0.7,0,0,0,0,83.3,83.3
2217,Melvin Frazier Jr.,3,5,1.7,0.7,1.7,40,0,0,0,0.3,0.7,50,0.3,1,1.3,0,0.3,0,0,40,42.5
2217,Javonte Green,3,12.3,1.7,0.7,1.7,40,0.3,0.7,50,0,0,0,0.7,2,2.7,0,0.3,0,0,50,50
2217,Gene Guarilia,12,5.6,1.7,0.5,2.2,23.1,-,-,-,0.7,0.9,72.7,-,-,1.9,0.3,-,-,-,23.1,32.4
2217,Walt Kirk,3,-,1.7,0.7,0,0,-,-,-,0.3,2,16.7,-,-,-,0,-,-,-,0,94.7
2217,Nassir Little,3,3,1.7,0.3,1.3,25,0.3,1.3,25,0.7,1.3,50,0,0.3,0.3,0,0,0.3,0.3,37.5,43.4
2217,Don Lofgran,3,5,1.7,0.7,3,22.2,-,-,-,0.3,0.3,100,-,-,0.3,0,-,-,-,22.2,26.5
2217,Clyde Mayes,3,13.7,1.7,0.3,1.7,20,-,-,-,1,1.3,75,0,2,2,0.3,0.3,0.3,-,20,37
2217,Glenn Mosley,3,2,1.7,0.7,1,66.7,-,-,-,0.3,1,33.3,0,0.3,0.3,0.3,0,0.3,0,66.7,57.9
2217,Jeff Withey,3,7,1.7,0.7,1.3,50,0,0,0,0.3,0.7,50,1,0.3,1.3,0.3,0.3,0.3,0,50,51.2
2228,Greg Stiemsma,20,7.3,1.6,0.7,1,70,0,0,0,0.3,0.4,62.5,0.5,1.6,2,0.3,0.2,0.6,0.2,70,70.2
2229,Jack Haley,14,3.1,1.6,0.6,1.6,36.4,0,0,0,0.5,0.7,70,0.4,0.6,1.1,0.3,0,0.1,0.1,36.4,43.6
2230,Dick Gibbs,11,3.6,1.6,0.6,1.7,36.8,-,-,-,0.4,0.4,100,0,0.2,0.2,0.4,0.3,0,-,36.8,43.4
2230,Noah Vonleh,11,10.5,1.6,0.7,2,36.4,0,0,0,0.2,0.5,40,0.9,2.1,3,0.9,0.3,0.3,0.5,36.4,37.2
2232,Dee Brown,8,6.5,1.6,0.8,2.1,35.3,0,0.8,0,0.1,0.5,25,0.1,0.3,0.4,1.1,0,0,0.5,35.3,34.6
2232,Walter Herrmann,8,6.1,1.6,0.5,1.5,33.3,0.4,0.6,60,0.3,0.5,50,0.3,0,0.3,0.3,0.1,0,0,45.8,47.2
2232,Bob Thornton,16,7.6,1.6,0.6,1.4,39.1,0,0,0,0.5,0.9,57.1,0.9,0.6,1.5,0.3,0.1,0.1,0.2,39.1,44.6
2232,Shelden Williams,8,7.1,1.6,0.5,1.1,44.4,0,0,0,0.6,0.8,83.3,0.3,1.4,1.6,0,0.1,0,0.8,44.4,55.8
2232,Ante Zizic,8,2.9,1.6,0.6,1.3,50,0,0,0,0.4,0.8,50,0.1,0.6,0.8,0.1,0,0.1,0.3,50,51.4
2237,Al Masino,13,3.6,1.6,0.5,1.5,35,-,-,-,0.5,1.2,46.7,-,-,0,0.3,-,-,-,35,39.5
2238,Tim Bassett,5,7.2,1.6,0.6,1.4,42.9,0,0,0,0.4,0.4,100,0.6,0,0.6,0,0,0,0.4,42.9,50.8
2238,Byron Beck,5,5.8,1.6,0.6,1.8,33.3,-,-,-,0.4,0.4,100,0.4,0.8,1.2,0.2,0,0,-,33.3,40.5
2238,Jonah Bolden,10,7.9,1.6,0.5,1.9,26.3,0.4,1.6,25,0.2,0.4,50,0.4,1,1.4,0.3,0.2,0.1,0.9,36.8,38.5
2238,Kedrick Brown,5,2.8,1.6,0.6,1.2,50,0.2,0.2,100,0.2,0.4,50,0.4,0,0.4,0,0.2,0.2,0,58.3,58.1
2238,Marion Cluggish,5,-,1.6,0.8,5.4,14.8,-,-,-,0,0.4,0,-,-,-,0,-,-,-,14.8,14.3
2238,Bayard Forrest,15,7.5,1.6,0.7,1.3,57.9,-,-,-,0.1,0.7,20,0.6,1.3,1.9,0.7,0.3,0.1,0.7,57.9,51.3
2238,Dennis Hopson,5,3.6,1.6,0.4,1.2,33.3,0,0,0,0.8,1.8,44.4,0.4,0.4,0.8,0.2,0,0.2,0.2,33.3,40.2
2238,Greg Kelser,5,5,1.6,0.4,1.4,28.6,0,0,0,0.8,0.8,100,0.8,1,1.8,0.4,0.2,0,0.4,28.6,45.7
2238,T.J. Leaf,5,4.2,1.6,0.6,1.4,42.9,0,0.2,0,0.4,0.4,100,0.6,0.6,1.2,0,0,0,0,42.9,50.8
2238,Chris Quinn,5,4.8,1.6,0.6,1.4,42.9,0,0.2,0,0.4,0.4,100,0,0.2,0.2,1,0.4,0,0.4,42.9,50.8
2238,Chuck Terry,5,3.6,1.6,0.8,1,80,-,-,-,0,0,0,-,-,0.6,0.2,-,-,-,80,80
2238,John Wetzel,5,7.6,1.6,0.6,1.4,42.9,-,-,-,0.4,0.4,100,0,1,0.8,0.8,0,0,-,42.9,50.8
2238,Rodney White,5,5.6,1.6,0.8,3.2,25,0,0.6,0,0,0,0,0.2,0.8,1,0,0.4,0,0.6,25,25
2251,Jarron Collins,36,9.1,1.6,0.5,1.4,38,0,0,0,0.5,0.8,65.5,0.8,0.9,1.7,0.2,0.2,0.1,0.2,38,45.4
2252,Dirk Minniefield,19,4.1,1.6,0.5,1.2,45.5,0.1,0.3,40,0.4,0.4,100,0.2,0.1,0.2,0.7,0.2,0,0.7,50,58.8
2253,Kevin Stacom,26,8.7,1.6,0.6,2,30.2,-,-,-,0.3,0.5,75,0.3,0.4,0.7,0.8,0.2,0,-,30.2,35.2
2254,Randy Brown,47,6,1.6,0.6,1.5,38.6,0.1,0.1,50,0.4,0.5,73.9,0.2,0.4,0.6,0.5,0.3,0.1,0.4,40.7,46.2
2255,Tony Bradley,7,7.1,1.6,0.4,1.6,27.3,0,0,0,0.7,1,71.4,1.6,1.9,3.4,0.1,0.3,0.3,0.6,27.3,39.1
2255,Joe Wolf,14,7.7,1.6,0.6,1.8,36,0.1,0.2,33.3,0.2,0.3,75,0.2,0.5,0.7,0.1,0.1,0.1,0.3,38,41.1
2257,Jason Hart,23,6,1.6,0.7,1.6,45.9,0,0,0,0.1,0.1,100,0,0.3,0.3,0.4,0.4,0,0.3,45.9,47.5
2258,Tom Kozelko,25,5,1.6,0.6,1,60,-,-,-,0.4,0.4,81.8,0.4,0.3,0.7,0.1,0,0,-,60,65.3
2259,Gerald Paddio,9,3.3,1.6,0.8,1.6,50,0,0.1,0,0,0,0,0.1,0.2,0.3,0.4,0.2,0.1,0.2,50,50
2260,Carlos Clark,11,2.8,1.5,0.6,1.4,46.7,0,0,0,0.3,0.4,75,0.3,0,0.3,0.4,0.2,0.2,0.1,46.7,50.7
2261,Stephen Howard,15,2.7,1.5,0.4,1.1,35.3,0,0,0,0.7,1,73.3,0.2,0.5,0.7,0,0.1,0,0.1,35.3,48.7
2262,Derrick Jones Jr.,19,6.5,1.5,0.6,1.3,45.8,0.3,0.7,38.5,0.1,0.3,40,0.4,0.4,0.8,0.4,0.4,0.3,0.1,56.3,55.3
2263,Henry Akin,2,8,1.5,0.5,3.5,14.3,-,-,-,0.5,1,50,-,-,4,0,-,-,-,14.3,19
2263,Marty Byrnes,4,2,1.5,0.3,0.8,33.3,0,0,0,1,1.5,66.7,0.3,0,0.3,0.3,0,0,0.3,33.3,53.2
2263,Jimmy Collins,2,4,1.5,0,0.5,0,-,-,-,1.5,1.5,100,-,-,0.5,0,-,-,-,0,64.7
2263,Fran Curran,6,-,1.5,0.5,2,25,-,-,-,0.5,0.5,100,-,-,-,0.5,-,-,-,25,33.8
2263,Patrick Ewing,2,1,1.5,0.5,0.5,100,0.5,0.5,100,0,0,0,0,0,0,0,0,0,0,150,150
2263,Orlando Graham,2,4,1.5,0.5,1,50,0,0,0,0.5,1,50,0,0.5,0.5,0,0,0,0.5,50,52.1
2263,Vern Hatton,6,2.8,1.5,0.7,2.2,30.8,-,-,-,0.2,0.5,33.3,-,-,0.5,0.2,-,-,-,30.8,31.4
2263,Charles Jones,44,13.4,1.5,0.5,1.2,42.6,0,0,0,0.5,0.8,55.6,0.8,1.6,2.5,0.3,0.3,0.7,0.4,42.6,47.3
2263,Luke Kornet,2,2.5,1.5,0.5,0.5,100,0,0,0,0.5,1,50,0,1.5,1.5,0,0,0,0,100,79.8
2263,Ed Leede,2,-,1.5,0.5,3.5,14.3,-,-,-,0.5,0.5,100,-,-,0,1,-,-,-,14.3,20.2
2263,Eric Montross,16,10.5,1.5,0.6,1.4,45.5,0,0,0,0.3,0.5,50,0.9,1.2,2.1,0.1,0,0.3,0.6,45.5,47
2263,Brian Oliver,4,3.8,1.5,0.5,1.5,33.3,0,0,0,0.5,0.5,100,0,0,0,0.3,0.3,0,0,33.3,43.6
2263,Lamar Patterson,4,5,1.5,0.5,1.8,28.6,0.3,0.8,33.3,0.3,0.3,100,0,1.3,1.3,0.8,0.3,0,1,35.7,40.3
2263,Mike Price,8,3.3,1.5,0.5,1.4,36.4,-,-,-,0.5,0.8,66.7,-,-,0.6,0.6,-,-,-,36.4,44
2263,Tim Quarterman,2,3.5,1.5,0.5,1,50,0.5,1,50,0,0,0,0,0,0,0.5,0,0,0,75,75
2263,Paul Reed,6,6.8,1.5,0.7,1.5,44.4,0,0,0,0.2,0.3,50,0.7,1.7,2.3,0.2,0.3,0.5,0.3,44.4,45.5
2263,Edmond Sumner,4,10.8,1.5,0.5,1.8,28.6,0,0.8,0,0.5,0.5,100,0.3,1.8,2,0,0,0,0.5,28.6,38.1
2263,Pape Sy,4,2.8,1.5,0.5,0.8,66.7,0,0,0,0.5,1,50,0.3,0,0.3,0.8,0.3,0,0.3,66.7,63
2263,Phil Walker,4,4.3,1.5,0.3,2,12.5,-,-,-,1,1.3,80,0.3,0.3,0.5,0.5,0,0,0.8,12.5,29.4
2263,Owen Wells,4,1.3,1.5,0.8,1.3,60,-,-,-,0,0,0,0,0.3,0.3,0.3,0,0,-,60,60
2263,Bob Wiesenhahn,2,3,1.5,0.5,2,25,-,-,-,0.5,0.5,100,-,-,1,0,-,-,-,25,33.8
2263,Dave Wohl,4,2,1.5,0.8,0.8,100,-,-,-,0,0,0,0,0.3,0.3,0.5,0.3,0,-,100,100
2263,David Wood,8,8,1.5,0.5,0.9,57.1,0.3,0.3,100,0.3,0.5,50,0.3,0.8,1,0.5,0.4,0,0.1,71.4,68.5
2286,Ennis Whatley,31,8.4,1.5,0.6,2.1,28.1,0,0,0,0.3,0.4,83.3,0.2,0.8,1,1,0.5,0,0.7,28.1,33.2
2287,Travis Knight,27,5.6,1.5,0.6,1,60.7,0,0,0,0.2,0.4,50,0.2,0.8,1,0.1,0.1,0.2,0.4,60.7,60.1
2288,Mark Pope,13,6.8,1.5,0.7,1.2,56.3,0,0.2,0,0.1,0.1,100,0.5,0.8,1.3,0.2,0.2,0,0.1,56.3,57.8
2289,Brad Holland,11,3.3,1.5,0.5,1,54.5,0,0,0,0.4,0.4,100,0.2,0.3,0.5,0.4,0.5,0,0.4,54.5,62.7
2290,Donnie Forman,9,-,1.4,0.3,2.2,15,-,-,-,0.8,1.2,63.6,-,-,-,0.8,-,-,-,15,26.2
2290,Jerry Rullo,9,-,1.4,0.6,2.3,23.8,-,-,-,0.3,0.3,100,-,-,-,0.1,-,-,-,23.8,29.1
2292,Eddie Mast,16,3.1,1.4,0.7,1.1,64.7,-,-,-,0.1,0.3,20,-,-,0.9,0.1,-,-,-,64.7,59.9
2293,John Brown,7,9.1,1.4,0.6,1.9,30.8,0,0.1,0,0.3,0.3,100,0.3,1.1,1.4,0.1,0.1,0.1,1,30.8,36
2293,Bob Carney,7,5.9,1.4,0.1,1.1,12.5,-,-,-,1.1,1.3,88.9,-,-,0.7,0.4,-,-,-,12.5,41.8
2293,Cheick Diallo,7,6.9,1.4,0.7,1.7,41.7,0,0,0,0,0,0,0.6,0.7,1.3,0,0.1,0.1,0.1,41.7,41.7
2296,Perry Jones III,12,5,1.4,0.6,1.6,36.8,0.3,0.8,30,0,0,0,0.3,0.6,0.8,0.1,0,0.1,0.1,44.7,44.7
2297,Clay Johnson,17,3.9,1.4,0.6,1.2,55,0,0.1,0,0.1,0.1,100,0.2,0.2,0.5,0.2,0.2,0,0.1,55,57.5
2298,Victor Alexander,5,5.4,1.4,0.6,1.2,50,0,0,0,0.2,0.2,100,0.2,1.2,1.4,0.2,0.4,0,0.4,50,54.3
2298,Austin Daye,5,5.2,1.4,0.6,2,30,0,0.2,0,0.2,0.2,100,0,0.4,0.4,0,0,0.2,0.2,30,33.5
2298,Dennis DuVal,5,2.8,1.4,0.6,1.8,33.3,-,-,-,0.2,0.4,50,0,0.6,0.6,0.6,0,0,-,33.3,35.4
2298,Al Fleming,5,4.2,1.4,0.4,1.2,33.3,-,-,-,0.6,0.8,75,0.2,0.6,0.8,0.4,0.2,0,0.4,33.3,45.1
2298,Tim Frazier,15,3.3,1.4,0.5,1,53.3,0.2,0.4,50,0.1,0.1,100,0,0.7,0.7,0.9,0.1,0,0.3,63.3,66.1
2298,Treveon Graham,5,15.8,1.4,0.4,2,20,0,1.4,0,0.6,1.2,50,0.4,1.6,2,0.6,0.6,0.2,0.6,20,27.7
2298,Dave Lattin,5,5.4,1.4,0.2,1,20,-,-,-,1,1.2,83.3,-,-,1,0.2,-,-,-,20,45.8
2298,Trey Lyles,5,3.6,1.4,0.6,2,30,0.2,0.8,25,0,0,0,0.2,0.4,0.6,0.6,0.2,0,0.2,35,35
2298,Michael Ruffin,20,12.9,1.4,0.5,0.8,56.3,0,0.1,0,0.5,1,50,1.4,1.9,3.4,0.7,0.3,0.3,0.3,56.3,56.5
2298,Greg Sutton,5,7.6,1.4,0.4,2.6,15.4,0,1.4,0,0.6,0.6,100,0.6,0.4,1,1,0.2,0.2,0.2,15.4,24.4
2308,Harvey Catchings,53,10.5,1.4,0.6,1.5,39.7,0,0,0,0.2,0.5,50,1.1,1.8,2.9,0.4,0.1,0.9,0.4,39.7,41.8
2309,Duane Causwell,8,6.9,1.4,0.3,0.8,33.3,0,0.1,0,0.9,1.3,70,0.1,1.4,1.5,0.3,0.1,0,0.4,33.3,52.9
2309,Mark McNamara,8,2,1.4,0.6,1.1,55.6,0,0,0,0.1,0.3,50,0,0.5,0.5,0,0,0,0,55.6,55.7
2311,Glenn McDonald,19,5.2,1.4,0.5,2,26.3,-,-,-,0.3,0.5,66.7,0.1,0.6,0.7,0.3,0.1,0,-,26.3,31
2312,George Johnson,11,3.2,1.4,0.6,1.2,53.8,-,-,-,0.1,0.2,50,-,-,1,0.2,-,-,-,53.8,54
2313,Darvin Ham,55,7.4,1.3,0.5,0.9,56.9,0,0,0,0.3,0.6,51.6,0.7,0.5,1.2,0.2,0.1,0.3,0.4,56.9,57.2
2314,Bob Allen,3,6.3,1.3,0,1.3,0,-,-,-,1.3,2.3,57.1,-,-,2,0,-,-,-,0,28.2
2314,Cliff Anderson,3,3.3,1.3,0.7,1.7,40,-,-,-,0,0,0,-,-,0.3,0,-,-,-,40,40
2314,Gustavo Ayon,3,2.3,1.3,0.7,1.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50
2314,Herschel Baltimore,3,-,1.3,0.7,3.3,20,-,-,-,0,0.3,0,-,-,-,0,-,-,-,20,19.2
2314,Mario Bennett,6,3,1.3,0.5,1,50,0,0,0,0.3,0.3,100,0.7,0.8,1.5,0,0,0.2,0.3,50,58.1
2314,Adrian Branch,12,3.9,1.3,0.3,2,16.7,0,0.1,0,0.7,1.2,57.1,0.3,0.7,0.9,0.6,0.2,0,0.4,16.7,26.5
2314,Gigi Datome,3,4.7,1.3,0.7,2,33.3,0,0.7,0,0,0,0,0,0.3,0.3,0.3,0,0,0,33.3,33.3
2314,Bryce Drew,3,3,1.3,0.7,0.7,100,0,0,0,0,0.7,0,0.3,0.7,1,1.3,0,0,0,100,69.4
2314,Christian Eyenga,3,3,1.3,0.7,1,66.7,0,0,0,0,0.3,0,0.3,0.3,0.7,0.3,0.3,0.3,0.3,66.7,58.1
2314,Herm Fuetsch,9,-,1.3,0.3,0.8,42.9,-,-,-,0.7,0.9,75,-,-,-,0,-,-,-,42.9,57
2314,Jordan Hamilton,3,2.3,1.3,0.7,1.3,50,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,50,50
2314,Tom Hoover,3,3.7,1.3,0.7,1,66.7,-,-,-,0,0,0,-,-,1,0.3,-,-,-,66.7,66.7
2314,Alize Johnson,6,3.8,1.3,0.7,1.2,57.1,0,0,0,0,0,0,0.5,1.7,2.2,0,0.5,0,0.5,57.1,57.1
2314,Linton Johnson,3,3.3,1.3,0.3,0.7,50,0,0,0,0.7,0.7,100,0.7,0.7,1.3,0.3,0,0,0,50,69.4
2314,Nick Johnson,9,5.4,1.3,0.4,1.9,23.5,0.1,0.8,14.3,0.3,0.3,100,0.1,0.3,0.4,0.4,0,0.1,0.4,26.5,32.8
2314,Mike Lynn,3,2,1.3,0.7,1,66.7,-,-,-,0,0,0,-,-,0.7,0.3,-,-,-,66.7,66.7
2314,Cartier Martin,3,5,1.3,0.7,1,66.7,0,0,0,0,0,0,0.3,0.7,1,0,0.7,0,0.3,66.7,66.7
2314,Garrison Mathews,3,5.7,1.3,0,1.3,0,0,1.3,0,1.3,1.7,80,0,0.7,0.7,0,0,0,0,0,32.3
2314,Jelani McCoy,3,8.7,1.3,0.7,1.7,40,0,0,0,0,1,0,0,2,2,0.7,0,0,0.7,40,31.6
2314,Luis Montero,6,1.3,1.3,0.5,0.5,100,0.3,0.3,100,0,0,0,0,0,0,0,0,0,0,133.3,133.3
2314,Norm Swanson,6,3.8,1.3,0.5,1.2,42.9,-,-,-,0.3,0.5,66.7,-,-,0.8,0,-,-,-,42.9,48.1
2314,Lance Thomas,3,5.7,1.3,0.3,1.7,20,0,0.7,0,0.7,1.3,50,0.3,0.7,1,0,0,0.3,0,20,29.6
2314,Stojko Vrankovic,3,4.3,1.3,0.7,1.3,50,0,0,0,0,0.3,0,0.3,0.7,1,0.3,0,0,0.3,50,45
2314,Rick Weitzman,3,1.7,1.3,0.7,1,66.7,-,-,-,0,0,0,-,-,0.3,0.3,-,-,-,66.7,66.7
2314,Tony Wroten,6,2.8,1.3,0.3,1.8,18.2,0,0.3,0,0.7,0.7,100,0.2,0.5,0.7,0.3,0.2,0,0.3,18.2,31.3
2339,Jon Leuer,13,3.7,1.3,0.5,1.2,46.7,0.1,0.2,50,0.2,0.2,66.7,0.5,0.8,1.2,0.2,0.2,0.1,0,50,52.1
2339,James Young,13,3.8,1.3,0.5,1.4,33.3,0.4,1.2,33.3,0,0,0,0.1,0.5,0.5,0.2,0,0,0.2,47.2,47.2
2341,James Anderson,10,4.9,1.3,0.5,1.4,35.7,0.2,0.7,28.6,0.1,0.2,50,0.1,0.8,0.9,0.3,0.1,0,0,42.9,43.7
2342,Kenny Williams,17,6.2,1.3,0.6,1.5,38.5,0,0,0,0.1,0.4,33.3,0.4,0.6,1,0.4,0.4,0.3,0.4,38.5,38.4
2343,Reggie Geary,7,6.6,1.3,0.4,1,42.9,0.1,0.6,25,0.3,0.6,50,0,0.3,0.3,0.9,0.1,0,0.3,50,51.4
2343,Billy Hassett,7,-,1.3,0.4,0,0,-,-,-,0.4,1.4,30,-,-,-,0,-,-,-,0,102.3
2343,Jeff Judkins,7,1.4,1.3,0.6,1.1,50,0.1,0.4,33.3,0,0,0,0.4,0.1,0.6,0,0.1,0,0,56.3,56.3
2343,Mickey Rottner,14,-,1.3,0.6,4.1,13.8,-,-,-,0.1,0.5,28.6,-,-,-,0.4,-,-,-,13.8,14.7
2347,Elijah Bryant,11,4.5,1.3,0.6,1.8,35,0,0.7,0,0,0,0,0.2,0.9,1.1,0.4,0.2,0.1,0.2,35,35
2348,James Michael McAdoo,26,4,1.3,0.5,0.9,54.2,0.1,0.2,40,0.2,0.4,50,0.2,0.7,1,0.1,0.2,0.2,0.1,58.3,58.1
2349,Jake Carter,8,-,1.3,0.4,0,0,-,-,-,0.5,0.8,66.7,-,-,-,0,-,-,-,0,189.4
2349,Terrel Harris,4,2.5,1.3,0.3,0.5,50,0,0.3,0,0.8,1,75,0,0.8,0.8,0,0,0,0,50,66.5
2349,Joey Hassett,16,2.3,1.3,0.6,1.3,50,-,-,-,0,0,0,0,0.2,0.2,0.1,0.1,0,0.2,50,50
2349,Justin Jackson,8,3.9,1.3,0.5,1.4,36.4,0,0.6,0,0.3,0.5,50,0.1,0.5,0.6,0.1,0.1,0,0.1,36.4,39.2
2349,John Jenkins,8,5.6,1.3,0.5,1.1,44.4,0.3,0.6,40,0,0,0,0.1,0.5,0.6,0.4,0,0,0.3,55.6,55.6
2349,Skylar Mays,8,2.8,1.3,0.6,0.8,83.3,0,0,0,0,0,0,0,0.4,0.4,0.1,0.3,0,0.1,83.3,83.3
2349,Charles Smith,4,4.8,1.3,0.5,0.8,66.7,0,0,0,0.3,0.5,50,0.5,0.3,0.8,0.5,0.5,0.3,0.8,66.7,64.4
2349,Marquis Teague,8,9,1.3,0.6,2.1,29.4,0,0.6,0,0,0,0,0,0.4,0.4,1.5,0.3,0.1,0.3,29.4,29.4
2349,Sindarius Thornwell,4,3,1.3,0.5,1.5,33.3,0.3,0.8,33.3,0,0,0,0,1,1,0,0.3,0,0,41.7,41.7
